title,artist.hotttnesss,artist.id,artist.name,duration,familiarity,latitude,longitude,loudness,release.id,release.name,similar,song.hotttnesss,song.id,tempo,terms,year
Hungry People,0.394884438,ARSRFOY1187B9917DA,Otis Taylor,301.87057,0.590792957,41.88415,-87.63241,-10.432,254710,White African,ARKURQ01187B990F15,0.542084763,SOGXWAU12A8C13BDB7,84.56,country blues,2001
Talking About It Blues,0.394884438,ARSRFOY1187B9917DA,Otis Taylor,285.72689,0.590792957,41.88415,-87.63241,-11.002,611003,Pentatonic Wars and Love Songs,ARKURQ01187B990F15,0.497439048,SORPENK12A8C142C88,148.022,country blues,2009
Don't Let Go,0.394881083,ARHB1961187B9B1732,Kofi,231.33995,0.569329687,34.05349,-118.24532,-10.258,785963,Lovers Lounge Venue 7,ARJRM4M1187B9B4462,0.240473746,SOLQIRG12A8AE47400,59.957,lovers rock,0
I'm Just A Girl,0.394881083,ARHB1961187B9B1732,Kofi,177.21424,0.569329687,34.05349,-118.24532,-7.278,529656,Music For Lovers,ARJRM4M1187B9B4462,0.246575953,SOQHZTG12A58A79385,163.921,lovers rock,0
Bring Out Your Dead,0.394440294,ARUL0VB1187B9A01AA,Cadacross,217.93914,0.52114352,64.95014,26.06739,-4.384,89152,Corona Borealis,ARGJLIC1187B9B6CDB,0.600274216,SOOABJR12A58A779B0,92.608,folk metal,2002
Le Choix,0.39437572,AR8LC1V1187B999F9B,Greis,275.30404,0.551680422,37.15735675,-63.93335787,-5.652,559500,2,ARCOY1O1187B9A3F0F,,SOLQCJJ12AB0188587,156.833,hip hop,0
Teeny Weeny String Bikini,0.394354684,AR8OSA91187B9B9BA2,Gunther & the Sunshine Girls,240.40444,0.400993687,37.15735675,-63.93335787,-3.33,328380,Pleasure Man,ARH6J9N1187B9B3D77,0.682230871,SOQYEDW12A6D4F8D64,131.991,europop,2004
Indianola,0.394345275,ARSBB7P1187B989690,Steve Azar,274.46812,0.550874225,37.15735675,-63.93335787,-10.164,510115,Indianola,ARRSUF71187FB52F33,0.215080319,SOKSIRH12AB017FDCB,116.829,tech house,0
Colombine,0.394289662,ARLV8S31187B988B71,Georges Brassens,115.25179,0.6334089,46.71067,1.71819,-14.562,601969,"Georges Brassens: Le siA""cle d'or",ARVEJ9M1187FB4DC44,,SOBOPBU12AB0180EBE,59.983,chanson,1956
"AuprA""s De Mon Arbre",0.394289662,ARLV8S31187B988B71,Georges Brassens,184.76363,0.6334089,46.71067,1.71819,-11.242,497348,Georges Brassens-N 4,ARVEJ9M1187FB4DC44,,SOATZSD12A8C134212,126.31,chanson,1956
Comme hier,0.394289662,ARLV8S31187B988B71,Georges Brassens,100.8322,0.6334089,46.71067,1.71819,-13.624,601969,"Georges Brassens: Le siA""cle d'or",ARVEJ9M1187FB4DC44,,SOBYMIE12AB017E82A,75.064,chanson,1953
Bridget,0.394282621,ARRZZRW1187B9A06E3,Rachel Portman,199.05261,0.603882792,37.15735675,-63.93335787,-22.272,313944,The Sisterhood of the Traveling Pants 2,ARNMSZK1187B9A0CDB,0.313562114,SOXKUGL12A8C142BB9,86.463,soft rock,2008
The Letters,0.394282621,ARRZZRW1187B9A06E3,Rachel Portman,161.43628,0.603882792,37.15735675,-63.93335787,-25.752,313944,The Sisterhood of the Traveling Pants 2,ARNMSZK1187B9A0CDB,0.249065795,SOQHAXR12A8C142BC7,91.889,soft rock,2008
Red (Main Version),0.394252715,AR8M6LC1187B998D48,Motograter,226.92526,0.632319641,34.41925,-119.69887,-4.83,6589,Motograter,AR584781187FB3BAE8,0.77057886,SOQELNC12A8C13FE06,143.932,post-grunge,2003
Nashville Parthenon,0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,175.72526,0.665322162,37.15735675,-63.93335787,-10.93,234425,Etiquette,AREX9GE1187FB41987,0.785892288,SOTUNMH12A6D4FA3E6,141.919,trip hop,2006
Rice Dream Girl,0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,108.40771,0.665322162,37.15735675,-63.93335787,-6.695,234421,The First Two Albums,AREX9GE1187FB41987,0.637783286,SOKBTBD12A6D4FA3C6,131.078,trip hop,1999
Dying Batteries,0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,51.01669,0.665322162,37.15735675,-63.93335787,-20.499,234421,The First Two Albums,AREX9GE1187FB41987,0.673959844,SOKUBEF12A6D4FA3B8,78.16,trip hop,2001
Town Topic (Instrumental),0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,115.17342,0.665322162,37.15735675,-63.93335787,-7.807,316960,Town Topic EP,AREX9GE1187FB41987,0.557187768,SOBQKWL12A8C14337F,125.663,trip hop,2008
Bad People,0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,26.80118,0.665322162,37.15735675,-63.93335787,-10.039,316960,Town Topic EP,AREX9GE1187FB41987,,SOUFDVM12A8C1441D6,100.919,trip hop,2008
White Jetta,0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,197.25016,0.665322162,37.15735675,-63.93335787,-9.31,416628,Vs. Children,AREX9GE1187FB41987,0.705629189,SOMWLTZ12AB0182E86,180.094,trip hop,2009
Happy Mother's Day,0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,47.46404,0.665322162,37.15735675,-63.93335787,-11.088,234425,Etiquette,AREX9GE1187FB41987,0.754562296,SOQXTLG12A6D4FA3E8,72.685,trip hop,2006
Attic Room,0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,188.94322,0.665322162,37.15735675,-63.93335787,-7.549,234413,Twinkle Echo,AREX9GE1187FB41987,0.639248489,SOAJVDQ12A6D4FA38B,99.077,trip hop,2003
Haunting,0.394127577,ARETCTY1187FB4C033,LORE,216.55465,0.510794577,37.15735675,-63.93335787,-8.147,467695,My Soul Speaks,ARR6TOR1187B9A8B88,0.494357324,SOMOHEI12AB018785F,130.062,trip hop,0
Pluvialus,0.394127577,ARETCTY1187FB4C033,LORE,423.07873,0.510794577,37.15735675,-63.93335787,-13.818,761443,The Exponential Truth,ARR6TOR1187B9A8B88,0,SORMDIB12AB018C316,135.599,trip hop,0
Release,0.394127577,ARETCTY1187FB4C033,LORE,297.16853,0.510794577,37.15735675,-63.93335787,-10.786,467695,My Soul Speaks,ARR6TOR1187B9A8B88,0.392008772,SOISPBI12AB0187873,125.984,trip hop,0
Happy Valentine's,0.394107804,ARQEPTZ1187FB4CD36,Toby Love,202.26567,0.698977346,37.15735675,-63.93335787,-3.723,509820,Love Is Back,ARLDX1T1187B991E69,0.334706549,SOJMCCN12AB0185039,90.681,bachata,0
Irreplaceable,0.394107804,ARQEPTZ1187FB4CD36,Toby Love,255.05914,0.698977346,37.15735675,-63.93335787,-5.052,509820,Love Is Back,ARLDX1T1187B991E69,0.405115722,SOUFLRE12A58A7D6A0,128.998,bachata,0
Yo Quiero Saber,0.394107804,ARQEPTZ1187FB4CD36,Toby Love Feat. Girlz Talk,230.86975,0.698977346,37.15735675,-63.93335787,-6.013,386910,Toby Love,ARLDX1T1187B991E69,0,SOYWTMP12AB017B32B,127.971,bachata,0
We Got It (Cadillac),0.394107804,ARQEPTZ1187FB4CD36,Toby Love featuring Julio Voltio,278.12526,0.698977346,37.15735675,-63.93335787,-5.865,509794,We Got It (Cadillac),ARLDX1T1187B991E69,,SOXNKKP12AB017B31F,121.004,bachata,0
Tengo Un Amor,0.394107804,ARQEPTZ1187FB4CD36,Toby Love featuring Rakim & Ken-Y,260.28363,0.698977346,37.15735675,-63.93335787,-6.046,386910,Toby Love,ARLDX1T1187B991E69,0.782452966,SOGCCDG12AB0180441,134.012,bachata,2007
Absolute Horizon,0.393956637,AROW4VK1187B999DED,Byzantine,300.01587,0.596482482,37.15735675,-63.93335787,-5.663,701679,Oblivion Beckons,AREG5WZ1187B9B0A29,0.518759898,SOGLNWB12A8C142D82,198.016,groove metal,2008
Music Is The Healing Force Of The Universe,0.393945814,ARYXELS1187B9A5991,Albert Ayler,632.34567,0.576645316,41.50471,-81.69074,-9.8,595767,Nuits De La Fondation Maeght 1970,ARB3TCS1187B99A0D2,,SONGCRV12AC468AE46,71.642,free jazz,1969
Ghosts_ Second Variation,0.393945814,ARYXELS1187B9A5991,Albert Ayler,426.00444,0.576645316,41.50471,-81.69074,-16.181,239919,Bells / Prophecy,ARB3TCS1187B99A0D2,,SOEWUBS12A6D4F8DB0,67.598,free jazz,0
Rainbow '65 (part 2) - Live,0.393762699,ARYBUAO1187FB3F4EB,Gene Chandler,163.29098,0.570016703,41.88415,-87.63241,-14.89,453576,Duke Of Earl - The Very Best Of The Vee-Jay Years,ARC1OPS1187FB4348C,,SOQDBNE12AB01852A7,175.028,chicago soul,0
Festival Of Love,0.393762699,ARYBUAO1187FB3F4EB,Gene Chandler,148.11383,0.570016703,41.88415,-87.63241,-15.631,176894,The Duke Of Earl,ARC1OPS1187FB4348C,0.255872668,SOQMDHI12A6D4F98DC,92.293,chicago soul,1994
I Hate to Be the One to Say,0.393762699,ARYBUAO1187FB3F4EB,Gene Chandler,144.71791,0.570016703,41.88415,-87.63241,-9.693,800245,Constellation of Rhythm & Blues,ARC1OPS1187FB4348C,0,SOMYYQD12AB0184CE2,125.028,chicago soul,0
Destination Eschaton (Hardfloor Vocal Mix),0.393660868,ARK8EHO1187B9B71D1,Shamen,443.03628,0.605880471,57.15382,-2.10679,-6.519,356416,Hystericool: The Best of the Alternate Mixes,ARHJIKW1187B9ACE16,0,SOHWCYA12AB01806FA,86.561,tech house,2002
Scientas,0.393660868,ARK8EHO1187B9B71D1,Shamen,337.71057,0.605880471,57.15382,-2.10679,-14.443,313492,Boss Drum (album),ARHJIKW1187B9ACE16,0.599660358,SOWCQMB12A8C141825,219.826,tech house,1992
Phorever People,0.393660868,ARK8EHO1187B9B71D1,Shamen,292.28363,0.605880471,57.15382,-2.10679,-11.197,313492,Boss Drum (album),ARHJIKW1187B9ACE16,0.688895461,SOLGWJT12A8C14181B,125.749,tech house,1992
Transamazonia (Deep Dish No Doze Mix),0.393660868,ARK8EHO1187B9B71D1,Shamen,600.37179,0.605880471,57.15382,-2.10679,-7.512,358013,Trasmazonia,ARHJIKW1187B9ACE16,0.265861049,SOKJUOW12AB0181545,83.497,tech house,1995
Heal (The Separation) [H.E.L.P Breakbeat],0.393660868,ARK8EHO1187B9B71D1,The Shamen,247.53587,0.605880471,57.15382,-2.10679,-8.069,356456,Heal (The Separation),ARHJIKW1187B9ACE16,0.265861049,SOARKRH12AB0188703,110.04,tech house,1996
Heal (The Separation) [PM Dawn Alt. Lead Mix],0.393660868,ARK8EHO1187B9B71D1,The Shamen,280.31955,0.605880471,57.15382,-2.10679,-9.198,356456,Heal (The Separation),ARHJIKW1187B9ACE16,0,SOIVZJD12AB0182EDD,109.96,tech house,1996
E Samba (Accapella),0.39364231,ARFT5CP1187FB50263,Junior Jack,96.10404,0.682355125,37.15735675,-63.93335787,-12.715,416722,Defected Accapellas Volume 4,ARMQHKX1187FB4C16B,0.79034456,SOINJPD12A6D4F8726,106.216,progressive house,0
Thrill Me (Atfc's Jackhammer Re-Rub),0.39364231,ARFT5CP1187FB50263,Junior Jack,482.55955,0.682355125,37.15735675,-63.93335787,-11.985,123659,Thrill Me,ARMQHKX1187FB4C16B,,SOPEKHR12A6D4FB338,0,progressive house,2002
Sedona Suite (Sunrise/Prayer/Joy/Sunset),0.393622172,AR7CCS31187B98C531,Tom Barabas,743.36608,0.448025346,37.15735675,-63.93335787,-16.389,503547,Sedona Suite,ARQGTFX1187B98E861,0.265861049,SOAKCYS12AB01852C7,134.491,meditation,1992
More Than Words,0.393622172,AR7CCS31187B98C531,Tom Barabas,276.79302,0.448025346,37.15735675,-63.93335787,-22.645,485210,Tom Barabas Live,ARQGTFX1187B98E861,0.579728749,SOAUNDO12AB017BFF8,138.83,meditation,1992
Canon In D,0.393622172,AR7CCS31187B98C531,Tom Barabas,455.02649,0.448025346,37.15735675,-63.93335787,-17.604,536681,Classical Healing - Tom Barabas,ARQGTFX1187B98E861,0.239629098,SOSXSIN12AB0180963,100.148,meditation,0
Shades Of Love,0.393622172,AR7CCS31187B98C531,Tom Barabas,336.66567,0.448025346,37.15735675,-63.93335787,-13.25,323874,Romantic Rhapsodies,ARQGTFX1187B98E861,0.427446572,SOKHLKW12AAF3B572C,138.021,meditation,0
Ain`t got nothing ( feat. David Banner & Eddy Soulo ),0.393457111,ARB0WNP1187B9AC4AB,Samy Deluxe,234.05669,0.70549178,37.15735675,-63.93335787,-5.914,114401,So Deluxe So Glorious,ARKD6181187FB3CDA3,,SOQPGCD12A8C13CF85,111.253,hip hop,2005
Sam und Bo_ N.E.O.,0.393457111,ARB0WNP1187B9AC4AB,Samy Deluxe,247.01342,0.70549178,37.15735675,-63.93335787,-6.08,114401,So Deluxe So Glorious,ARKD6181187FB3CDA3,0.430160637,SOAANKE12A8C13CF5C,114.072,hip hop,2005
Denk,0.393457111,ARB0WNP1187B9AC4AB,Samy Deluxe,237.19138,0.70549178,37.15735675,-63.93335787,-5.129,109905,Verdammtnochma!,ARKD6181187FB3CDA3,0.521659258,SOQXAGF12A58A7BB46,164.041,hip hop,2004
Sag es sag es feat. Neo,0.393457111,ARB0WNP1187B9AC4AB,Samy Deluxe,282.38322,0.70549178,37.15735675,-63.93335787,-6.022,114404,The big baus of the nauf,ARKD6181187FB3CDA3,0.425124658,SOIXZBS12A8C13DAFB,94.31,hip hop,2006
Die Meisten,0.393457111,ARB0WNP1187B9AC4AB,Samy Deluxe,235.98975,0.70549178,37.15735675,-63.93335787,-7.557,109835,Samy Deluxe,ARKD6181187FB3CDA3,0.620581548,SOLPFAE12A8C13AF2D,85.865,hip hop,2001
Aurora (Rory's Cassette Jam Remix),0.393369406,ARLBNAC1187FB47151,Alex Gopher,396.87791,0.648692286,37.15735675,-63.93335787,-7.83,406176,Aurora_ Vol.2 - EP,ARNYT0Q1187FB3A983,0,SOPCBZF12AB01836CC,127.902,deep house,0
Keep on dancin' (Last man standin'),0.393369406,ARLBNAC1187FB47151,Alex Gopher,684.79955,0.648692286,37.15735675,-63.93335787,-12.114,422324,Wuz,ARNYT0Q1187FB3A983,,SOUAOPT12AB0182B82,125.147,deep house,0
Song For Paul,0.393369406,ARLBNAC1187FB47151,Alex Gopher,164.0224,0.648692286,37.15735675,-63.93335787,-12.836,422276,Alex Gopher (Versailles Special Edition),ARNYT0Q1187FB3A983,0.38293509,SOKLDSG12AB0188032,80.012,deep house,2007
DA(c)stockage massif (with Alex Gopher),0.393369406,ARLBNAC1187FB47151,Etienne de CrA(c)cyA ,215.84934,0.648692286,37.15735675,-63.93335787,-8.178,422320,Super Discount,ARNYT0Q1187FB3A983,0.425124658,SOJADBN12A6D4FD5F2,115.862,deep house,0
Be My Lover,0.393359338,ARDUBUY12086C1464B,Brenda Boykin,263.73179,0.440258822,37.15735675,-63.93335787,-10.235,726761,Music For Cocktails - Fashion Show,AR1G54N119B3403875,,SOXIBUG12AB018914B,86.684,nu jazz,2008
Recorda-Me,0.393292711,ARU9Q5Q1187FB3D6EB,Bobby Hutcherson,352.57424,0.570900104,34.05349,-118.24532,-13.456,619435,Jazz for a Summer Night,AR5FGSX1187B9B5454,,SODYVBO12AB017C3A5,95.633,latin jazz,0
Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),0.393292711,ARU9Q5Q1187FB3D6EB,Bobby Hutcherson,349.72689,0.570900104,34.05349,-118.24532,-12.939,43676,Happenings,AR5FGSX1187B9B5454,0.265861049,SOQOEMZ12A6D4F9C52,86.446,latin jazz,1967
Les Noirs Marchant (Rudy Van Gelder 24Bit Mastering) (2002 Digital Remaster),0.393292711,ARU9Q5Q1187FB3D6EB,Bobby Hutcherson,399.51628,0.570900104,34.05349,-118.24532,-12.321,107008,Dialogue (The Rudy Van Gelder Edition),AR5FGSX1187B9B5454,0,SOKHMUX12A8C13A78A,151.391,latin jazz,0
Ask Fi War,0.393274491,ARMPQIE1187FB3D4EB,Bounty Killer,227.5522,0.693287839,37.15735675,-63.93335787,-7.113,700059,Strictly The Best Vol. 15,ARVUN5F1187FB4CCC7,,SOAGRTC12AC468B954,114.272,dancehall,0
Gun Thirsty,0.393274491,ARMPQIE1187FB3D4EB,Bounty Killer,225.25342,0.693287839,37.15735675,-63.93335787,-7.629,138140,Nah No Mercy - The Warlord Scrolls,ARVUN5F1187FB4CCC7,,SOLYFEM12A8AE4836E,96.006,dancehall,2001
Coppershot,0.393274491,ARMPQIE1187FB3D4EB,Bounty Killer,221.70077,0.693287839,37.15735675,-63.93335787,-8.043,302580,Jamaica's Most Wanted,ARVUN5F1187FB4CCC7,,SOKOMCI12A8C13D445,142.749,dancehall,2001
Cellular Phone,0.393274491,ARMPQIE1187FB3D4EB,Bounty Killer,205.29587,0.693287839,37.15735675,-63.93335787,-5.758,138140,Nah No Mercy - The Warlord Scrolls,ARVUN5F1187FB4CCC7,,SONFAMH12A6D4FA1FE,159.798,dancehall,1995
Cheatin' In The Next Room,0.393215104,ARUT16P1187FB532A4,Tyrone Davis,235.91138,0.543866303,33.39847,-91.03786,-10.466,599659,Call Tyrone,ARVQZNK11E2835CDAC,,SOWRLSY12AC4687694,161.976,chicago soul,0
Ooh La La,0.393215104,ARUT16P1187FB532A4,Tyrone Davis,194.79465,0.543866303,33.39847,-91.03786,-10.401,599659,Call Tyrone,ARVQZNK11E2835CDAC,,SOVPKKS12AC4687684,104.01,chicago soul,0
I Can't Help Myself,0.393215104,ARUT16P1187FB532A4,Tyrone Davis,277.41995,0.543866303,33.39847,-91.03786,-9.998,599659,Call Tyrone,ARVQZNK11E2835CDAC,0,SONSSZX12AC4687680,84.955,chicago soul,0
Sugar Daddy,0.393215104,ARUT16P1187FB532A4,Tyrone Davis,247.77098,0.543866303,33.39847,-91.03786,-9.522,262373,Relaxin' With Tyrone,ARVQZNK11E2835CDAC,0.334706549,SOUXTFR12A8C138871,93.734,chicago soul,0
Spin,0.393121934,ARLGWFM1187FB4AC9F,Scarlet's Remains,198.73914,0.527865076,34.05349,-118.24532,-7.469,709879,The Palest Grey,ARNM1OG1187FB3DE32,0.450992312,SOMSBGZ12AB018C4CB,115.061,gothic metal,2007
1492,0.393121934,ARLGWFM1187FB4AC9F,Scarlet's Remains,215.90159,0.527865076,34.05349,-118.24532,-8.039,709802,Scarlet's Remains,ARNM1OG1187FB3DE32,0.480329369,SOYQRQE12AB0187B52,170.702,gothic metal,2005
Heavy Like Sunday,0.39301573,ARSQW3I1187B9ACD14,Leona Naess,179.74812,0.627185249,37.15735675,-63.93335787,-9.042,265378,Heavy Like Sunday,ARQI8NP1187B9AC77E,0.683613541,SOMMTIX12A8C139A75,147.256,chanson,2008
Chase,0.39301573,ARSQW3I1187B9ACD14,Leona Naess,199.07873,0.627185249,37.15735675,-63.93335787,-5.769,22385,Comatised,ARQI8NP1187B9AC77E,0.587322522,SOQIDYH12A6D4F79EA,93.259,chanson,2000
Star Signs,0.39301573,ARSQW3I1187B9ACD14,Leona Naess,292.88444,0.627185249,37.15735675,-63.93335787,-14.507,23385,Leona Naess,ARQI8NP1187B9AC77E,0.685849656,SONUSLF12A6D4F7769,129.887,chanson,2003
Paper Thin,0.39301573,ARSQW3I1187B9ACD14,Leona Naess,645.38077,0.627185249,37.15735675,-63.93335787,-12.793,22385,Comatised,ARQI8NP1187B9AC77E,0.548718667,SOJCGJE12A6D4F79F3,120.36,chanson,2000
Bullet Frenzy,0.392994623,ARZVEF91187B9AC770,Elliot Goldenthal,617.82159,0.599133769,40.71455,-74.00712,-13.179,64139,S.W.A.T.,AR2EM731187B991455,0.394394856,SOFXCLQ12A6D4FA0DC,148.505,instrumental rock,2003
Vortex,0.392994623,ARZVEF91187B9AC770,Elliot Goldenthal,92.86485,0.599133769,40.71455,-74.00712,-23.519,289872,Titus - Original Motion Picture Soundtrack,AR2EM731187B991455,0.323112121,SOOJHOT12A8C137024,79.35,instrumental rock,2000
Pickled Heads,0.392994623,ARZVEF91187B9AC770,Elliot Goldenthal,305.50159,0.599133769,40.71455,-74.00712,-13.959,289872,Titus - Original Motion Picture Soundtrack,AR2EM731187B991455,0.266955186,SOZLFDW12A8C137028,140.629,instrumental rock,2000
Arrows Of The Gods,0.392994623,ARZVEF91187B9AC770,Elliot Goldenthal,91.74159,0.599133769,40.71455,-74.00712,-12.671,292189,Titus - Original Motion Picture Soundtrack,AR2EM731187B991455,0.355285536,SOZWBQS12A8C13701C,177.465,instrumental rock,2000
Zeno Beach,0.392977289,ARLWDC31187B9B4D71,Radio Birdman,174.28853,0.617438461,37.15735675,-63.93335787,-5.469,539843,Zeno Beach,ARQDNYJ1187FB4A32E,0.266955186,SOGAWLI12AB017E8AB,197.631,garage rock,2006
I Saw Three Ships,0.392747311,ARRSIQ11187B98F216,Kevin Max,113.00526,0.599464763,34.05349,-118.24532,-11.333,80230,Holy Night,AR8C10W1187B9A7FD3,,SODRHUY12A6D4F79D6,114.209,ccm,0
Baby_ I'm Your Man,0.392747311,ARRSIQ11187B98F216,Kevin Max,219.01016,0.599464763,34.05349,-118.24532,-6.968,479760,Crashing Gates,AR8C10W1187B9A7FD3,0.595926916,SONZEZC12A8C14580B,88.002,ccm,2008
Aunque Tu Mami No Quiera,0.392733676,ARGUVEV1187B98BA17,Grupo Sierra Maestra,239.46404,0.501544777,37.15735675,-63.93335787,-10.511,605794,Tumi Cuba Classics Vol 1: Son,AR2HU081187FB5B263,,SOYBGAI12AC468AA34,138.561,charanga,0
A?DA3nde va Chichi?,0.392733676,ARGUVEV1187B98BA17,Sierra Maestra,313.12934,0.501544777,37.15735675,-63.93335787,-9.512,270281,Tibiri Tabara,AR2HU081187FB5B263,,SOGOSOV12AF72A285E,189.646,charanga,1997
No Me Llores MA!s,0.392733676,ARGUVEV1187B98BA17,Sierra Maestra,318.56281,0.501544777,37.15735675,-63.93335787,-10.11,270297,A!Dundunbanza!,AR2HU081187FB5B263,0,SOTRCOC12A6D4F868C,117.766,charanga,1994
Abandonada / Blancas azucenas,0.392733676,ARGUVEV1187B98BA17,Sierra Maestra,295.99302,0.501544777,37.15735675,-63.93335787,-13.822,338569,Criolla KarabalA,AR2HU081187FB5B263,0,SOPAZPG12AB017DDDA,141.121,charanga,1992
Stop The World,0.392659213,ARCPY7O1187FB5C0B7,RIDDLIN' KIDS,195.65669,0.58907282,30.2676,-97.74298,-3.044,291849,Stop The World,AR0D32C1187B9A10A0,0.676548906,SOGVVLP12A8C1363F1,144.721,power pop,2004
You've Lost That Lovin' Feelin',0.392579878,ARZH0R61187FB422AE,Fontella Bass,204.35546,0.558916244,38.62774,-90.19951,-10.269,35171,Very Best Of,ARJEOXT1187FB382A7,0.427446572,SOWKNGW12A6D4F78BD,101.469,northern soul,1992
Rescue Me,0.392579878,ARZH0R61187FB422AE,Fontella Bass,165.72036,0.558916244,38.62774,-90.19951,-9.155,499778,Brothers In Blues & Sisters In Soul,ARJEOXT1187FB382A7,,SOOCYBE12A58A7928D,124.369,northern soul,1965
I Can't Rest,0.392579878,ARZH0R61187FB422AE,Fontella Bass,175.38567,0.558916244,38.62774,-90.19951,-6.754,14582,Rescued : The Best Of Fontella Bass,ARJEOXT1187FB382A7,0.547952942,SOQBJNU12A6701DFF5,124.826,northern soul,2006
Jesus_ Lover Of My Soul (Bonus Stereo Trax),0.392469141,ARUFCZ41187B9A868E,Passion,253.41342,0.701176717,27.9758,-81.54106,-16.307,516287,Passion: Oneday Live With Road To Oneday Bonus Trax (Stereo Accompaniment Tracks),ARGU8CB1187FB471BE,0,SOWZVLJ12A58A7C2C8,114.303,ccm,0
Where To Piss And Shit In Oslo,0.392325283,AR93K7R1187B9AC92A,Black Debbath,278.46485,0.48040197,59.91228,10.74998,-5.808,737285,Martin Schanche,ARCJZIJ1187FB5C01F,,SOEAUZI12AC907268A,132.642,blues,2009
"GrA,nn Dame_ RA,d Klut (Sangen Om Boken Om Damen Anne Enger Lahnstein)",0.392325283,AR93K7R1187B9AC92A,Black Debbath,268.61669,0.48040197,59.91228,10.74998,-6.093,715656,Black Debbath Hyller Kvinnen!,ARCJZIJ1187FB5C01F,,SOPAQJH12AB018BAFC,85.068,blues,0
The Four Big Ones (Essential Authors And Works),0.392325283,AR93K7R1187B9AC92A,Black Debbath,265.7171,0.48040197,59.91228,10.74998,-6.409,737314,Welcome To Norway,ARCJZIJ1187FB5C01F,,SOAIEFA12AC9097225,124.448,blues,2001
Ville Eyolf,0.392325283,AR93K7R1187B9AC92A,Black Debbath,276.21832,0.48040197,59.91228,10.74998,-5.812,732480,"Naar Vi DA,de Rocker",ARCJZIJ1187FB5C01F,,SOPOJSW12AC468C5D5,84.157,blues,2006
"TredveAY=rsfurua PAY= AskA,y",0.392325283,AR93K7R1187B9AC92A,Black Debbath,257.82812,0.48040197,59.91228,10.74998,-6.979,737288,Den Femte Statsmakt,ARCJZIJ1187FB5C01F,,SOAXXOK12AC9072660,128.646,blues,0
Ulan Bator Girls,0.392272618,ARE0OI31187FB3DCA2,Leningrad Cowboys,195.5522,0.596961478,37.15735675,-63.93335787,-7.497,642781,Go space,ARTNQ8X1187FB3F8AA,0.413739836,SOEPMHW12AB018859A,169.938,folk rock,1996
Smoke Screen,0.392141936,ARB0OOC1187B98B2C4,Lily Holbrook,242.83383,0.58046135,37.15735675,-63.93335787,-9.823,409123,Wicked Ways,ARJQ36L1187FB5546F,,SOZPSZK12AB0187881,118.268,chill-out,0
Ain't No Game,0.39207578,ARCMYSA1187FB4A8E8,Masta Ace Incorporated,295.1571,0.663952863,37.15735675,-63.93335787,-7.687,94942,Sittin' On Chrome,ARVTAI41187B9B8B67,0.567591725,SOKRTAB12A8C1371C9,88.12,bass music,1995
Le Vivre Pour Le Croire,0.391858828,ARPWJAM11F4C846DF4,Akissa,253.70077,0.533514302,37.15735675,-63.93335787,-5.805,417762,Je DA(c)teste Le Rap FranASSais,ARTNVZG1269FCD3535,0,SODFGNK12AB0184C02,112.864,hip hop,0
On The Boards,0.391587029,ARPH0O91187B99706D,Taste,362.03057,0.556997728,53.41961,-8.24055,-13.839,15931,On The Boards,ARH3TO11187FB39019,0.698708462,SOFOYJY12A679D30E3,161.529,blues-rock,1970
Ma Louise,0.391585329,AR1X2H01187B98CCF2,Maurice Chevalier,193.20118,0.502453177,37.15735675,-63.93335787,-27.433,546663,Maurice Chevalier  The Essential Collection Vol 1,ARMC5XS1187B9A836B,,SOAGHMH12AB0180285,140.956,chanson,0
La Romance De La Pluie,0.391585329,AR1X2H01187B98CCF2,Maurice Chevalier,214.5171,0.502453177,37.15735675,-63.93335787,-13.379,271036,MIMI,ARMC5XS1187B9A836B,,SOCYCRH12A6D4FD333,130.275,chanson,2000
Aa S'est PassA(c) Un Dimanche,0.391585329,AR1X2H01187B98CCF2,Maurice Chevalier,185.39057,0.502462602,37.15735675,-63.93335787,-14.263,696379,Le plus grandes chansons,ARMC5XS1187B9A836B,,SODTRYX12AC4689826,113.689,chanson,0
Je Vous Revois_ Madame (Flm ''Le Vagabond Bien AimA(c)''),0.391585329,AR1X2H01187B98CCF2,Maurice Chevalier,178.99057,0.502453177,37.15735675,-63.93335787,-17.321,23060,D'Hollywood A La drA'le De Guerre,ARMC5XS1187B9A836B,,SOCZJFC12A6D4F7C3F,86.762,chanson,0
